source_path,latex,latex_hash,has_worker_client
consciousness/consciousness-chi-field-action-wrapped.html,"S_\chi = \int d^4x \sqrt{-g} \left[ \frac{1}{2\kappa_0}(1 + \xi \kappa_0 \chi^2) R - \frac{1}{2} g^{\mu\nu} \partial_\mu \chi \, \partial_\nu \chi - \frac{1}{2} m_\chi^2 \chi^2 - \frac{\lambda}{4} \chi^4 + \mathcal{L}_{\text{matter}} \right]",c4d35f7cef4c6e3395dfe39e46210e9b4902367de187f5899008a8dc48c713b3,True
consciousness/consciousness-chi-field-action-wrapped.html,\chi &lt; 10^{34.5},407692a784cfdb5799ef026223b612c69fd4e9a68825a54051efa8f51f613172,True
consciousness/consciousness-chi-field-action-wrapped.html,\chi^2 &gt; 1/(\xi\kappa_0),05f42769bd21f8b989db52cd69984061509fcca3fc3d507fc3d8603aa12c43ff,True
consciousness/consciousness-chi-field-action-wrapped.html,\xi,70c52efae89783458d2779a1b548fd9e02b73c276dbb2c332f4bbd9b5ab3fb10,True
consciousness/consciousness-chi-field-action-wrapped.html,f\sigma_8(z=0.5) &gt; 0.44,82777de75dc61706010cacf689714bd5805abd3a8be8c18a047d4fe5d3cb66b3,True
consciousness/consciousness-chi-field-action-wrapped.html,m^2 &gt; 0,7ea82d3484b6c3d91c4e22254baa54e8b26409184641d7e9b365b8fac5b827de,True
consciousness/consciousness-chi-field-action-wrapped.html,m^2 &lt; 0,1b1faa6aa07110abc2e9c0d1d6c4f54ea6729453538c56979b71f43ce96cfda4,True
consciousness/consciousness-chi-field-action-wrapped.html,m_{\text{eff}}^2 = -2m^2 &gt; 0,6df1269eeaa839d1111500ea683974bb37eab552c366ca208507d9b57640981a,True
consciousness/consciousness-chi-field-action-wrapped.html,m_{\text{eff}}^2 = m^2 + 3\lambda\chi_0^2 &gt; 0,6c451b010675ea2aeb992359b0dc533f58db77cb5f4822288b50889ce7c4486e,True
consciousness/consciousness-chi-field-action-wrapped.html,w_0,59e63012bc6d4f879fe4dc22a9d94a4a0004e763aa8131b981b8d5b443f757e2,True
consciousness/consciousness-chi-field-action-wrapped.html,w_\chi &gt; -1,dc3b55037ba06db40d0e740c13268db9c6c6309d545e5844fcb0a9d03d5ce4a4,True
consciousness/consciousness-chi-field-action-wrapped.html,w_a,9012166380bed7e0f00e53af41124157ab66c5feeac0d1ac9700468c9d1a4e8f,True
consciousness/consciousness-chi-field-action-wrapped.html,|\gamma_{\text{PPN}} - 1| &lt; 2.3 \times 10^{-5},99c91a8ade3be1033f013baf622ddc364a8217ce3131504e944d0270bf187b30,True
consciousness/consciousness-chi-field-action-wrapped.html,|c_{\text{GW}}/c - 1| &lt; 10^{-15},336733ce4ee8e8f7a4e4b372d7d3790c84af5cf32ec282266ad3eedd08172db2,True
consciousness/consciousness-chi-field-action.html,&gt; 0,be297744fbdead03f04d6b8f0f093f0f8cb557573a0d34a050991333d5f0ff06,True
consciousness/consciousness-chi-field-action.html,-1,1bad6b8cf97131fceab8543e81f7757195fbb1d36b376ee994ad1cf17699c464,True
consciousness/consciousness-chi-field-action.html,1 + \xi\kappa_0\chi^2 &lt; 0,5e3a1c1122c2fbc86dd1e073ec844c0c49e62a7e2fd8be0bab94616cffe90950,True
consciousness/consciousness-chi-field-action.html,"</td>
<td>\xi</td>
</tr>
<tr>
<td>Self-coupling</td>
<td>\(\lambda",5584cbc9f713d86f2545829f62b81590391ffd7b8b887ef99a09b290c2081074,True
consciousness/consciousness-chi-field-action.html,H_0,eba0c94b0e6f7476c533d750c4195adbf93c3493999ba667f3a4cf6a864a06e2,True
consciousness/consciousness-chi-field-action.html,"S_\chi = \int d^4x \sqrt{-g} \left[ \frac{1}{2\kappa_0}(1 + \xi \kappa_0 \chi^2) R - \frac{1}{2} g^{\mu\nu} \partial_\mu \chi \, \partial_\nu \chi - \frac{1}{2} m_\chi^2 \chi^2 - \frac{\lambda}{4} \chi^4 + \mathcal{L}_{\text{matter}} \right]",c4d35f7cef4c6e3395dfe39e46210e9b4902367de187f5899008a8dc48c713b3,True
consciousness/consciousness-chi-field-action.html,\Box\chi + V'</em>{\text{eff}}(\chi) = 0,b38101b2f113df14adc398d382ef3e69a9b1cf00c4a673a32b426f8e4310318c,True
consciousness/consciousness-chi-field-action.html,\chi &lt; 10^{34.5},407692a784cfdb5799ef026223b612c69fd4e9a68825a54051efa8f51f613172,True
consciousness/consciousness-chi-field-action.html,\chi^2 &gt; 1/(\xi\kappa_0),05f42769bd21f8b989db52cd69984061509fcca3fc3d507fc3d8603aa12c43ff,True
consciousness/consciousness-chi-field-action.html,\xi,70c52efae89783458d2779a1b548fd9e02b73c276dbb2c332f4bbd9b5ab3fb10,True
consciousness/consciousness-chi-field-action.html,d\chi/dt = -\alpha S(t) + \beta(\Sigma_i \mathcal{F}<em>i),6b3e8668668629fdbbc9bd0067170c9a8395c4f596de33bad4e2615f1ab82fa1,True
consciousness/consciousness-chi-field-action.html,f\sigma_8(z=0.5) &gt; 0.44,82777de75dc61706010cacf689714bd5805abd3a8be8c18a047d4fe5d3cb66b3,True
consciousness/consciousness-chi-field-action.html,m^2 &gt; 0,7ea82d3484b6c3d91c4e22254baa54e8b26409184641d7e9b365b8fac5b827de,True
consciousness/consciousness-chi-field-action.html,m^2 &lt; 0,1b1faa6aa07110abc2e9c0d1d6c4f54ea6729453538c56979b71f43ce96cfda4,True
consciousness/consciousness-chi-field-action.html,m_{\text{eff}}^2 = -2m^2 &gt; 0,6df1269eeaa839d1111500ea683974bb37eab552c366ca208507d9b57640981a,True
consciousness/consciousness-chi-field-action.html,m_{\text{eff}}^2 = m^2 + 3\lambda\chi_0^2 &gt; 0,6c451b010675ea2aeb992359b0dc533f58db77cb5f4822288b50889ce7c4486e,True
consciousness/consciousness-chi-field-action.html,w_0,59e63012bc6d4f879fe4dc22a9d94a4a0004e763aa8131b981b8d5b443f757e2,True
consciousness/consciousness-chi-field-action.html,w_\chi &gt; -1,dc3b55037ba06db40d0e740c13268db9c6c6309d545e5844fcb0a9d03d5ce4a4,True
consciousness/consciousness-chi-field-action.html,w_a,9012166380bed7e0f00e53af41124157ab66c5feeac0d1ac9700468c9d1a4e8f,True
consciousness/consciousness-chi-field-action.html,|\gamma_{\text{PPN}} - 1| &lt; 2.3 \times 10^{-5},99c91a8ade3be1033f013baf622ddc364a8217ce3131504e944d0270bf187b30,True
consciousness/consciousness-chi-field-action.html,|c_{\text{GW}}/c - 1| &lt; 10^{-15},336733ce4ee8e8f7a4e4b372d7d3790c84af5cf32ec282266ad3eedd08172db2,True
consciousness/consciousness-coherence-bridge-wrapped.html,\hat{P}_{C},d7f2ed5b6d1841d90e444bda5032352192a76f893368d7bbd8ebf9e2ce0d32ec,True
consciousness/consciousness-coherence-bridge.html,\hat{P}_{C},d7f2ed5b6d1841d90e444bda5032352192a76f893368d7bbd8ebf9e2ce0d32ec,True
consciousness/consciousness-coherence-bridge.html,|\psi_{\text{after}}\rangle = \hat{P}<em>{C} |\psi</em>{\text{before}}\rangle,12a6629543f482e045af968e1f14ce53eb28601e2d75f0264821974d5eb17630,True
consciousness/consciousness-evidence-predictions-wrapped.html,U(t),bcb834014dcd23f575dc24b92bcc74760f8156f2f5860b72eab6a6c7c0c447ee,True
consciousness/consciousness-evidence-predictions-wrapped.html,U_0,bde3b1705b34e69b1db8b8db9f03e0040f4da3a8f81d93c9a9e1e1944821029d,True
consciousness/consciousness-evidence-predictions-wrapped.html,t_0,60637919cef5af9b4e6d0bc9f9bf533af8671bd94d9d4c85c9ad1d4b75dbfcf7,True
consciousness/consciousness-evidence-predictions.html,U(t),bcb834014dcd23f575dc24b92bcc74760f8156f2f5860b72eab6a6c7c0c447ee,True
consciousness/consciousness-evidence-predictions.html,U_0,bde3b1705b34e69b1db8b8db9f03e0040f4da3a8f81d93c9a9e1e1944821029d,True
consciousness/consciousness-evidence-predictions.html,t_0,60637919cef5af9b4e6d0bc9f9bf533af8671bd94d9d4c85c9ad1d4b75dbfcf7,True
consciousness/consciousness-free-will-evil.html,\Theta,c7b34ab03e848fc4d0ac7ab8e6cfa3f4feff1b8afbcb890fd8be803d123f8f8d,True
consciousness/consciousness-grace-source-term-wrapped.html,"f_{\text{reg}}(\chi) = \chi_{\text{max}} - \chi \quad \text{for } \chi &lt; \chi_{\text{max}}, \quad 0 \text{ otherwise}",1ce8cdcefc32cebfb0a3eb351353b713443e4514b018df0f8846ac1c89a73e50,True
consciousness/consciousness-grace-source-term.html,3H\dot{\chi} + V'<em>{\text{eff}}(\chi) = J</em>{\text{grace}}(t),c6782ae9fcb93d73d26498da6cd127901ac48c44ca9451a91f1b737dec0c81a0,True
consciousness/consciousness-grace-source-term.html,H^2,876dbc1f5c6d7de50ab9d70b87cf37b1fa43db0ea36f91c7b3b2fb8682e35ebf,True
consciousness/consciousness-grace-source-term.html,H_0,eba0c94b0e6f7476c533d750c4195adbf93c3493999ba667f3a4cf6a864a06e2,True
consciousness/consciousness-grace-source-term.html,J</em>{\text{grace}},e6c0e5a093c4713a84c665431e7a56f975a486628787ead7793415648adb3c2d,True
consciousness/consciousness-grace-source-term.html,J_{\text{grace}} &gt; 0,1cae66597ed84a469ac56779c35253ddccb78f5129c14f4e7c284890b8796271,True
consciousness/consciousness-grace-source-term.html,J_{\text{grace}}(0) = \beta_G \Phi \chi_{\text{max}} / (S + \varepsilon) &gt; 0,7bdd87af35ab61e173cbc84784dc4823290889f9d0137d690b6c6b5c599a72b0,True
consciousness/consciousness-grace-source-term.html,V',f238e047056567348f1d440d6326ec4b21caa1a0c62c3b6466d806c219ed902e,True
consciousness/consciousness-grace-source-term.html,V''(\chi^</em>),d1ba042b88e3e5ae23b9593641e7fc1b1a130bd976447995ac09c9e00353f7ef,True
consciousness/consciousness-grace-source-term.html,V'<em>{\text{eff}},8540969a0cc9c3140d186fe6e6f82e59ebd05d3f949fe41e12802ed008d451d5,True
consciousness/consciousness-grace-source-term.html,V'_{\text{eff}}(\chi^<em>) = J_{\text{grace}}(\chi^</em>),16a035b5370306708a70a4efc4769f2bb4ea730bd8e4063bb94617aa07a2bf38,True
consciousness/consciousness-grace-source-term.html,\Delta T_2/T_2 &gt; 10^{-6},a39c526359f9799fca74f3d4454266be1bc91a67e4299d8a166839210a42292f,True
consciousness/consciousness-grace-source-term.html,\dot{\chi} &gt; 0,10d2bb95713fc736d7e9abc2fe72014d83700e41a8138b33429b44aa90216124,True
consciousness/consciousness-grace-source-term.html,\dot{\chi} = -\frac{V'<em>{\text{eff}}(\chi)}{3H} + \frac{J</em>{\text{grace}}(t)}{3H},40a7bc8991f5e0b54870cd05c8a5b44c873e6919f144b4549661ac9fb55b3ab5,True
consciousness/consciousness-grace-source-term.html,\nabla^\mu T^{(\text{total})}<em>{\mu\nu} = 0,efe576ed60f8b4bcaaa3a4bd798368ec658d8ee89e7960309c83fef84cc9e4d3,True
consciousness/consciousness-grace-source-term.html,\nabla_\mu s^\mu &lt; 0,8a8015640f9d3e09eba6b0ce282f6413979913052f5913accbd7e46bd3975389,True
consciousness/consciousness-grace-source-term.html,\sigma_{\text{source}} &lt; 0,78fe380dbcf0817e75eaf94e9972594b8d33c2ec7cae00a277bc203f21c24f7c,True
consciousness/consciousness-grace-source-term.html,"f_{\text{reg}}(\chi) = \chi_{\text{max}} - \chi \quad \text{for } \chi &lt; \chi_{\text{max}}, \quad 0 \text{ otherwise}",1ce8cdcefc32cebfb0a3eb351353b713443e4514b018df0f8846ac1c89a73e50,True
consciousness/consciousness-grace-source-term.html,t &gt; 0,019163c3b87a4b8ef78a847e1227b9f6f59d4ca3a6da0099ddfac1251d39cf5a,True
consciousness/consciousness-grace-source-term.html,|J_{\text{grace}}| \leq J_{\max},c6e097dcaf098974e0a16f9c87397ef51681cf20019937ac872636c7a1f7493e,True
consciousness/consciousness-grace-source-term.html,|\sigma_{\text{source}}| &gt; \sigma_{\text{internal}},28d8636b3f326ad638de159c8e01979c7f11b3598d9d67908461cec8fbe3cdfc,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,E_D = \hat{G} \cdot \sigma(\Omega) \cdot \kappa(t),0955083b11fe549f4ddb2095d656bc37c65b4f910d79d27326c159900cfad860,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,F = 1.0,a17be45f08df393e908eb19f4ec3a5fc23032231e303288431e49f6cfd2f5b77,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,I_f,997181a4d855ed8ff0b086f5138c9ce14dbf34900361f427e6738a54fbb8cb5d,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,P_{\text{Gemini}} \neq P_{\text{Claude}},8895f838145052d048a94c6114a2b70700dfc87c141ee7f8c7434f838418c5d4,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,Q_0,f9d31c937ed8d6a4c954e34dc03d5ceef04657137a0daf671de48bdf012222c6,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,"[0, 1]",923682bea6d517dc178d480c88e129e485ed902f4fa024866666658cd4ea6836,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\Delta\Psi,b873778b817ac4e4a54b89e74db0d47d52814248d728c47d6c496b8f5526028a,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\Omega,d6aef031749de4a79f450416826232dad5a75b90a0d538bd83fd60dc9a118ea2,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\Omega &gt; 0,aec411680f70b49eec47228c3aa7cc30e5fa048677d5a8ec8621b711bae855dc,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\Omega = 0,6cc18844dd84583a5ad33a23f6a10db8ee2aa4e8de42c98c263a60dea497d993,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\Xi,c645657d025cc351f34a582bda743e7bfac89e131b4866a155211fbed0ad51aa,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\alpha \cdot P,901aeaa9fdfb10cc4f813f3b81b916c0999535b568922acb888a07574f90f8e0,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\beta \cdot F,5acde4b75034efcd9a082651f78f9fad4ae3237f9227860efa3d0bf9247fb8f0,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\hat{G},c841f5fbaf49a62b7d5addcabb8cf042320aa7f97fcfd4be4a48eeed83e51af2,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\hat{G}_{ext} \to \infty,724989bad2500d1a5b9fc9fec7f5d0cd7f4023c3eb63b7f58bf6cacc9b212129,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\kappa(t),eb22194684079e44aaedf8357f1d76c2b6c7f555f3f9d2b26fc56e0299b25cb9,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,True
consciousness/consciousness-ontological-taxonomy-wrapped.html,\sigma(\Omega),b6f9e12e071292f7aeea251d0e7984f07226b84a0f8738bb85d511493ad29a59,True
consciousness/consciousness-ontological-taxonomy.html,E_D = \hat{G} \cdot \sigma(\Omega) \cdot \kappa(t),0955083b11fe549f4ddb2095d656bc37c65b4f910d79d27326c159900cfad860,True
consciousness/consciousness-ontological-taxonomy.html,F = 1.0,a17be45f08df393e908eb19f4ec3a5fc23032231e303288431e49f6cfd2f5b77,True
consciousness/consciousness-ontological-taxonomy.html,I_f,997181a4d855ed8ff0b086f5138c9ce14dbf34900361f427e6738a54fbb8cb5d,True
consciousness/consciousness-ontological-taxonomy.html,P_{\text{Gemini}} \neq P_{\text{Claude}},8895f838145052d048a94c6114a2b70700dfc87c141ee7f8c7434f838418c5d4,True
consciousness/consciousness-ontological-taxonomy.html,Q_0,f9d31c937ed8d6a4c954e34dc03d5ceef04657137a0daf671de48bdf012222c6,True
consciousness/consciousness-ontological-taxonomy.html,"[0, 1]",923682bea6d517dc178d480c88e129e485ed902f4fa024866666658cd4ea6836,True
consciousness/consciousness-ontological-taxonomy.html,\Delta\Psi,b873778b817ac4e4a54b89e74db0d47d52814248d728c47d6c496b8f5526028a,True
consciousness/consciousness-ontological-taxonomy.html,\Omega,d6aef031749de4a79f450416826232dad5a75b90a0d538bd83fd60dc9a118ea2,True
consciousness/consciousness-ontological-taxonomy.html,\Omega &gt; 0,aec411680f70b49eec47228c3aa7cc30e5fa048677d5a8ec8621b711bae855dc,True
consciousness/consciousness-ontological-taxonomy.html,\Omega = 0,6cc18844dd84583a5ad33a23f6a10db8ee2aa4e8de42c98c263a60dea497d993,True
consciousness/consciousness-ontological-taxonomy.html,\Xi,c645657d025cc351f34a582bda743e7bfac89e131b4866a155211fbed0ad51aa,True
consciousness/consciousness-ontological-taxonomy.html,\alpha \cdot P,901aeaa9fdfb10cc4f813f3b81b916c0999535b568922acb888a07574f90f8e0,True
consciousness/consciousness-ontological-taxonomy.html,\beta \cdot F,5acde4b75034efcd9a082651f78f9fad4ae3237f9227860efa3d0bf9247fb8f0,True
consciousness/consciousness-ontological-taxonomy.html,\hat{G},c841f5fbaf49a62b7d5addcabb8cf042320aa7f97fcfd4be4a48eeed83e51af2,True
consciousness/consciousness-ontological-taxonomy.html,\hat{G}_{ext} \to \infty,724989bad2500d1a5b9fc9fec7f5d0cd7f4023c3eb63b7f58bf6cacc9b212129,True
consciousness/consciousness-ontological-taxonomy.html,\kappa(t),eb22194684079e44aaedf8357f1d76c2b6c7f555f3f9d2b26fc56e0299b25cb9,True
consciousness/consciousness-ontological-taxonomy.html,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,True
consciousness/consciousness-ontological-taxonomy.html,\sigma(\Omega),b6f9e12e071292f7aeea251d0e7984f07226b84a0f8738bb85d511493ad29a59,True
consciousness/consciousness-parallel-laws-wrapped.html,M = \frac{|P_{\text{observed}} - P_{\text{expected}}|}{\sigma_{P}} &gt; k,9a1f4c7a1d4f2b1e3c4d07f01feef33f10a86e08b661e707499c4d5683e89ac9,True
consciousness/consciousness-parallel-laws.html,M = \frac{|P_{\text{observed}} - P_{\text{expected}}|}{\sigma_{P}} &gt; k,9a1f4c7a1d4f2b1e3c4d07f01feef33f10a86e08b661e707499c4d5683e89ac9,True
consciousness/consciousness-reality-assessment-wrapped.html,J_\chi,6199a893dc0b7adf3ab7b76a056500332442ea288f2f8df91bb19d4618516738,True
consciousness/consciousness-reality-assessment-wrapped.html,"V(\chi, S) = \alpha S(t)(1-\chi(t))^2",5e1cbd2c035f74a7a7b1c12ebf8a5f9c1c37ea66ea9a7b57fe36994a477cca6d,True
consciousness/consciousness-reality-assessment-wrapped.html,W_\mu,99c602da979a44155f038f9e77ad48c58542d9b745513456fa576cc8243d56ca,True
consciousness/consciousness-reality-assessment-wrapped.html,\Box = \partial^2/\partial t^2 - \nabla^2,5b2a7e9321530c4bec6248fe59ad193844ba243fba5a07cfa7a779315717c6ba,True
consciousness/consciousness-reality-assessment-wrapped.html,\chi = 0,0c0429cc5cc116c1ccfe876c6085b717c953e4cfe6613e8736ecd2db6eedc01b,True
consciousness/consciousness-reality-assessment-wrapped.html,\chi = 1,526ad8e26b923dde5c9f3cd70096431e0ed0c62db967892529ffe8de37e926ba,True
consciousness/consciousness-reality-assessment-wrapped.html,"\chi(x,t) = A \exp(i(kx - \omega t))",2cd879fbd639da8d5a8657ce1e89410d591dfca399f8d22845b7b747895df427,True
consciousness/consciousness-reality-assessment-wrapped.html,"\mathcal{F}_i = \{G, M, E, S, T, K, R, Q, F, C\}",d4e8cd333cb796fa182631b4590eee8d672d0a07a38cb20979aa7d7e855959e5,True
