source_path,has_worker_client,equation_count,found_count,missing_count,status,missing_sample
revolution-of-truth/drv-03-the-cost-of-denial.html,True,28,3,25,partial_coverage,"\text{Coherent Output} \Rightarrow \neg\,\text{Deceptive}(\text{Source}) | \frac{d\rho}{dt} = -i[H,\,\rho] + \sum_k \gamma_k !\left( L_k \rho L_k^\dagger - \frac{1}{2}{L_k^\dagger L_k,\, \rho} \right) | S_{\text{system}} \to \infty \;\Rightarrow\; G_{\text{external}} \to \infty | \frac{d\rho}{dt} = -i[H,\,\rho] + \sum_k \gamma_k \!\left( L_k \rho L_k^\dagger - \frac{1}{2}\{L_k^\dagger L_k,\, \rho\} \right) | \frac{d\rho}{dt} = -i[H,\,\rho] + \sum_k \gamma_k \left( L_k \rho L_k^\dagger - \frac{1}{2}{L_k^\dagger L_k,\, \rho} \right)"
consciousness/consciousness-chi-field-action.html,True,141,120,21,partial_coverage,"S_\chi = \int d^4x \sqrt{-g} \left[ \frac{1}{2\kappa_0}(1 + \xi \kappa_0 \chi^2) R - \frac{1}{2} g^{\mu\nu} \partial_\mu \chi \, \partial_\nu \chi - \frac{1}{2} m_\chi^2 \chi^2 - \frac{\lambda}{4} \chi^4 + \mathcal{L}_{\text{matter}} \right] | m^2 &lt; 0 | \xi | </td>
<td>\xi</td>
</tr>
<tr>
<td>Self-coupling</td>
<td>\(\lambda | &gt; 0"
consciousness/consciousness-scientific-convergence-wrapped.html,True,24,3,21,partial_coverage,\hbar | \mathcal{O}_D | C_{\max} | \mathcal{G} | \Psi
consciousness/consciousness-grace-source-term.html,True,101,81,20,partial_coverage,"f_{\text{reg}}(\chi) = \chi_{\text{max}} - \chi \quad \text{for } \chi &lt; \chi_{\text{max}}, \quad 0 \text{ otherwise} | 3H\dot{\chi} + V'<em>{\text{eff}}(\chi) = J</em>{\text{grace}}(t) | \dot{\chi} = -\frac{V'<em>{\text{eff}}(\chi)}{3H} + \frac{J</em>{\text{grace}}(t)}{3H} | V'_{\text{eff}}(\chi^<em>) = J_{\text{grace}}(\chi^</em>) | |J_{\text{grace}}| \leq J_{\max}"
convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html,False,23,3,20,db_ready_but_page_not_wired,\Lambda_{eff} = \frac{8\pi G \kappa}{c^4} V(\chi_0) | \frac{dE_{soul}}{dt} = -\gamma E + P_{Logos}(t) | J_{grace} = \frac{\beta_G \cdot \Phi(x) \cdot f_{reg}(\chi)}{S_{local} + \epsilon} | \frac{d\Phi}{dt} = \alpha I(\Psi) - \beta S(\Psi) + \hat{G}(t) | \Lambda_{eff} = (8\pi G \kappa / c^4) V(\chi_0)
consciousness/consciousness-chi-field-action-wrapped.html,True,140,122,18,partial_coverage,"S_\chi = \int d^4x \sqrt{-g} \left[ \frac{1}{2\kappa_0}(1 + \xi \kappa_0 \chi^2) R - \frac{1}{2} g^{\mu\nu} \partial_\mu \chi \, \partial_\nu \chi - \frac{1}{2} m_\chi^2 \chi^2 - \frac{\lambda}{4} \chi^4 + \mathcal{L}_{\text{matter}} \right] | m^2 &lt; 0 | \xi | &gt; 0 | 1 + \xi\kappa_0\chi^2 &lt; 0"
consciousness/consciousness-ontological-taxonomy-wrapped.html,True,26,8,18,partial_coverage,\Xi | \hat{G} | \Omega | I_f | \Omega = 0
consciousness/consciousness-ontological-taxonomy.html,True,26,8,18,partial_coverage,\Xi | \hat{G} | \Omega | I_f | \Omega = 0
genesis-to-quantum/gtq-01a-collapse-threshold.html,True,19,1,18,partial_coverage,"\text{System collapse} \iff I_f \geq I_{\text{threshold}} | \chi = \iiint(G \cdot M \cdot E \cdot S \cdot T \cdot K \cdot R \cdot Q \cdot F \cdot C)\,dx\,dy\,dt | M_{\text{eff}} = M_0 \cdot I_f | I_f^{\text{Eve}} = I_{\text{direct}} - \Delta I_{\text{noise}} | I_f^{\text{Adam}} = 1 \text{ (direct from Source)}"
moral-decline/04-collapse-mechanisms/MDA-028-phantom-money.html,True,18,0,18,worker_client_but_zero_matches,"1 USD = 1/35th of an ounce of gold | Money represented claims on something real</div>
<div class=""tp-source-provenance""><span class=""tp-source-file"">MORAL_AMERICA_CONSOLIDATED.xlsx</span><span class=""tp-source-sheet"">Core_Metrics</span><span class=""tp-source-cell"">J8,O8</span></div>
<div class=""tp-source-original"" style=""font-size:.7rem;color:#9ca3af"">SOURCE: Legal Records; NOTES: CA first 1969; universal by 1985</div>
</div>
</li>
<li class=""tp-source-item exact"" data-source-id=""src_010"">
<div class=""tp-source-num"">[10]</div>
<div class=""tp-source-content"">
<div class=""tp-source-text""> | 1.4T</div>
<div class=""tp-source-provenance""><span class=""tp-source-file"">MORAL_AMERICA_CONSOLIDATED.xlsx</span><span class=""tp-source-sheet"">Core_Metrics</span><span class=""tp-source-cell"">G23</span></div>
<div class=""tp-source-original"" style=""font-size:.7rem;color:#9ca3af"">SOURCE: BLS; NOTES: Nixon Shock aftermath</div>
</div>
</li>
<li class=""tp-source-item exact"" data-source-id=""src_032"">
<div class=""tp-source-num"">[32]</div>
<div class=""tp-source-content"">
<div class=""tp-source-text""> | 3.2T</div>
<div class=""tp-source-provenance""><span class=""tp-source-file"">MORAL_AMERICA_CONSOLIDATED.xlsx</span><span class=""tp-source-sheet"">Core_Metrics</span><span class=""tp-source-cell"">H3</span></div>
<div class=""tp-source-original"" style=""font-size:.7rem;color:#9ca3af"">SOURCE: CDC; NOTES: 6x increase 1965-1990</div>
</div>
</li>
<li class=""tp-source-item close"" data-source-id=""src_034"">
<div class=""tp-source-num"">[34]</div>
<div class=""tp-source-content"">
<div class=""tp-source-text""> | 7.1T</div>
<div class=""tp-source-provenance""><span class=""tp-source-file"">MORAL_AMERICA_CONSOLIDATED.xlsx</span><span class=""tp-source-sheet"">Core_Metrics</span><span class=""tp-source-cell"">O26</span></div>
<div class=""tp-source-original"" style=""font-size:.7rem;color:#9ca3af"">SOURCE: Composite; NOTES: Ubiquitous by 2000</div>
</div>
</li>
<li class=""tp-source-item exact"" data-source-id=""src_036"">
<div class=""tp-source-num"">[36]</div>
<div class=""tp-source-content"">
<div class=""tp-source-text""> | 680T notional value</div>
<div class=""tp-source-provenance""><span class=""tp-source-file"">CRIME_RESEARCH_1967-2012.xlsx</span><span class=""tp-source-sheet"">Crime 1967-2012</span><span class=""tp-source-cell"">I7</span></div>
<div class=""tp-source-original"" style=""font-size:.7rem;color:#9ca3af"">Source Citation: BJS Incarceration Trends; ARDA (1967-2012)</div>
</div>
</li>
<li class=""tp-source-item exact"" data-source-id=""src_055"">
<div class=""tp-source-num"">[55]</div>
<div class=""tp-source-content"">
<div class=""tp-source-text"">"
revolution-of-truth/drv-01-the-architecture.html,True,17,0,17,worker_client_but_zero_matches,"\forall F, \exists c : F \nvdash K(x) &gt; |F| + c | H(X) = -\sum_i P(x_i) \log_2 P(x_i) | E_{\min} = k_B T \ln 2 | K(x) = \min\{|p| : U(p) = x\} | \forall S \; [\text{finite}(S) \rightarrow \exists B(S) : \forall x \; (K(x) &gt; B(S) \rightarrow S \nvdash x)]"
convergence-deep/cdt-05-the-24-anti-properties.html,False,19,3,16,db_ready_but_page_not_wired,"\frac{dS_{\text{anti}}}{dt} &gt; 0 \quad \text{always} | K(\text{universe}) &gt; 0 \quad \text{(the universe has non-trivial information content)} | \frac{dK_{\text{anti}}}{dt} \leq 0 \quad \text{(anti-coherence degrades information content)} | \chi_{\text{anti}} = \iiint (0 \cdot M \cdot E \cdot S \cdot T \cdot K \cdot R \cdot Q \cdot F \cdot 0) \, dx \, dy \, dt = 0 | 2 + 2 = 5"
revolution-of-truth/drv-04-the-key.html,True,17,1,16,partial_coverage,"K(\emptyset) = 0, \quad K(\text{God}) = \infty | P(\text{all 8}) = p^8 = 0.5^8 = 0.0039 = 0.39\% | P(\text{all 8}) = 0.2^8 = 2.56 \times 10^{-6} = 0.000256\% | P(\text{all 20}) = 0.5^{20} = 9.54 \times 10^{-7} \approx 1 \text{ in a million} | P(\text{all 20}) = 0.2^{20} = 1.05 \times 10^{-14} \approx 1 \text{ in 100 trillion}"
genesis-to-quantum/gtq-03a-macarthur-and-the-equation.html,True,16,0,16,worker_client_but_zero_matches,\frac{dC}{dt} = O \cdot G(1-C) - S \cdot C | -1 | +1 | s = -1 \to 0 | s = -1
genesis-to-quantum/gtq-03b-the-three-pathways.html,True,16,0,16,worker_client_but_zero_matches,s = -1 | s = 0 | s = +1 | \alpha(s) = 0 | \frac{dC}{dt} = -S \cdot C
revolution-of-truth/drv-06-the-cycle.html,True,14,1,13,partial_coverage,"\frac{dK_{inst}}{dt} = \alpha \cdot E(K) - \beta \cdot T_{ext}(t) | \beta \to 0 \implies \text{Anything outside the system appears as noise or threat} | \text{What would it take to permanently interrupt the cycle?} | \text{If } T_{ext} \text{ cannot pass through channels without corruption,} | \text{then the non-cyclic solution requires } T_{ext} \equiv \text{presence}"
genesis-to-quantum/CODEX_BUILD/examples/gtq-02-finished.html,False,15,3,12,db_ready_but_page_not_wired,"|\psi\rangle = \alpha|0\rangle + \beta|1\rangle, \quad |\alpha|^2 + |\beta|^2 = 1 | |\Psi_{\text{moral}}\rangle = \alpha|Good\rangle + \beta|Evil\rangle | I_f \;\equiv\; \frac{\text{specification received}}{\text{specification at source}} \;\in\; [0,\,1] | |0\rangle | |1\rangle"
genesis-to-quantum/gtq-09-same-god-both-testaments.html,True,12,0,12,worker_client_but_zero_matches,\frac{dC}{dt} = O \cdot G(1-C) - S \cdot C | R^2 = 0.888 | S \cdot C | dC/dt = -S \cdot C | O \times G \times (1-C)
genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html,False,12,1,11,db_ready_but_page_not_wired,|\Psi_{\text{Eden}}\rangle = \alpha|\text{Obedience}\rangle + \beta|\text{Transgression}\rangle | V(\phi) = -\mu^2\phi^2 + \lambda\phi^4 | \hat{L}|\Psi_{\text{coherent}}\rangle \to |\Psi_{\text{sustained}}\rangle \quad \text{(Tree of Life: coherence maintenance)} | \hat{K}|\Psi_{\text{superposition}}\rangle \to |\Psi_{\text{collapsed}}\rangle \quad \text{(Tree of Knowledge: measurement / collapse)} | |\alpha|^2 + |\beta|^2 = 1
genesis-to-quantum/gtq-04-free-will-two-frames.html,True,11,0,11,worker_client_but_zero_matches,dC/dt = O \cdot G(1-C) - S \cdot C | O \cdot G(1-C) | S \cdot C | s: -1 \to 0 | s: 0 \to +1
genesis-to-quantum/gtq-08-god-doesnt-need-a-clock.html,True,11,0,11,worker_client_but_zero_matches,"\frac{dC}{dt} = -S \cdot C \quad \text{(pure entropy, no coupling to } G\text{)} | |\psi\rangle | |\phi\rangle | |\cdot|^2 | dt"
consciousness/consciousness-reality-assessment-wrapped.html,True,24,14,10,partial_coverage,"\Box = \partial^2/\partial t^2 - \nabla^2 | J_\chi | \chi(x,t) = A \exp(i(kx - \omega t)) | \mathcal{F}_i = \{G, M, E, S, T, K, R, Q, F, C\} | d\chi/dt &lt; 0"
genesis-to-quantum/gtq-08-day-time-began.html,True,10,0,10,worker_client_but_zero_matches,dt | S \cdot \chi(t) | p = 0.68 | C(t) = 337 \cdot e^{-t/214} + 93 | R^2 = 0.888
genesis-to-quantum/gtq-09b-civilizational-decay.html,True,10,0,10,worker_client_but_zero_matches,"\frac{dC}{dt} = O \cdot G(1-C) - S \cdot C | S \cdot C | R^2 = 0.888 | 97 billion global industry. The shift from “sacred sexuality”—sex within the context of a permanent, costly covenant—to “consumptive sexuality” is the exact transition that characterized the pagan fertility cults. In the Canaanite system, sex was a tool to manipulate the gods for rain; in the modern system, sex is a tool to manipulate the brain’s dopamine reward system for pleasure without the cost of a person.</p>
<table>
<thead>
<tr>
<th><strong>Feature</strong></th>
<th><strong>Ancient Temple Prostitution</strong></th>
<th><strong>Modern Pornography / OnlyFans</strong></th>
</tr>
</thead>
<tbody>
<tr>
<td><strong>Transaction</strong></td>
<td>Currency for ritual sexual access</td>
<td>Subscription for digital sexual access</td>
</tr>
<tr>
<td><strong>Context</strong></td>
<td>Religious/Ritualistic</td>
<td>Entertainment/Economic</td>
</tr>
<tr>
<td><strong>Spiritual Goal</strong></td>
<td>Communion with a deity / Fertility</td>
<td>“Self-actualization” / Dopamine regulation</td>
</tr>
<tr>
<td><strong>Architecture</strong></td>
<td>Physical temple</td>
<td>Digital platform (The “Screen”)</td>
</tr>
<tr>
<td><strong>Status of Actor</strong></td>
<td>Sacred slave / Vessel</td>
<td>Content creator / Independent “idol”</td>
</tr>
<tr>
<td><strong>Industry Value</strong></td>
<td>Community-funded</td>
<td> | 150B annually</td>
</tr>
</tbody>
</table>
<p>This transition mirrors the ILO estimate of sex trafficking as a"
genesis-to-quantum/gtq-06-three-pathways.html,True,9,0,9,worker_client_but_zero_matches,s = -1 | s = 0 | s = +1 | dC/dt = -S \cdot C | s \approx 0
genesis-to-quantum/gtq-05-the-substrate-fractured.html,True,11,3,8,partial_coverage,"\chi_{\text{Eden}} = \iiint (G \cdot M \cdot E \cdot S_{\min} \cdot T \cdot K \cdot R \cdot Q \cdot F_{\max} \cdot C_{\max}) \, dx \, dy \, dt | P(\text{outcome}) = |\langle \phi | \psi \rangle|^2 | \Delta C_{\text{moral}} = \int_0^T \left[ J_{\text{grace}}(t) - \sigma_{\text{sin}}(t) \right] dt | |\psi\rangle | |\phi\rangle"
genesis-to-quantum/gtq-05a-trinity-mechanism.html,True,9,1,8,partial_coverage,|\psi\rangle = \sum_n c_n |\phi_n\rangle | |\psi\rangle \rightarrow |a\rangle | P(a) = |\langle a|\psi\rangle|^2 | -\alpha D(t) | |\psi\rangle
genesis-to-quantum/gtq-05-macarthur-and-the-equation.html,True,8,0,8,worker_client_but_zero_matches,s: -1 \to 0 | s: 0 \to +1 | dC/dt | s = -1 | \alpha(s) = 0
genesis-to-quantum/gtq-17-ran-the-numbers.html,True,8,0,8,worker_client_but_zero_matches,"\chi = \iiint(G \cdot M \cdot E \cdot S \cdot T \cdot K \cdot R \cdot Q \cdot F \cdot C)\, dx\, dy\, dt | P(t) | \rho = 0.988 | p = 2.16 \times 10^{-9} | R^2 = 0.888"
