relative_path,scope,status,css_count,js_count,reason,title
_site_archives/labeling/20260702-232548/duality-project/dp-000-the-assignment.html,excluded,has_topbar,1,1,excluded path part,DP-000 | The Assignment — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-01-candle-in-the-void.html,excluded,has_topbar,1,1,excluded path part,DP-01 | The Candle in the Void — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-02-the-blinding-mirror.html,excluded,has_topbar,1,1,excluded path part,DP-02 | The Blinding Mirror — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-03-the-gray-stagnation.html,excluded,has_topbar,1,1,excluded path part,DP-03 | The Gray Stagnation — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-04-the-birth-of-a-devil.html,excluded,has_topbar,1,1,excluded path part,DP-04 | The Birth of a Devil — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-05-the-generational-rust.html,excluded,has_topbar,1,1,excluded path part,DP-05 | The Generational Rust — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-06-the-chorus-appears.html,excluded,has_topbar,1,1,excluded path part,DP-06 | The Chorus Appears — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-07-the-incarnation-protocol.html,excluded,has_topbar,1,1,excluded path part,DP-07 | The Incarnation Protocol — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-08-the-atonement-paradox.html,excluded,has_topbar,1,1,excluded path part,DP-08 | The Atonement Paradox — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-09-the-prototype-resurrection.html,excluded,has_topbar,1,1,excluded path part,DP-09 | The Prototype Resurrection — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-10-the-ascension-update.html,excluded,has_topbar,1,1,excluded path part,DP-10 | The Ascension Update — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-11-the-internal-info-war.html,excluded,has_topbar,1,1,excluded path part,DP-11 | The Internal Info War — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-12-collective-negentropy.html,excluded,has_topbar,1,1,excluded path part,DP-12 | Collective Negentropy — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-13-specialized-subroutines.html,excluded,has_topbar,1,1,excluded path part,DP-13 | Specialized Sub-Routines — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-14-evangelism-wave.html,excluded,has_topbar,1,1,excluded path part,DP-14 | The Evangelism Wave — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-15-persecution-feedback-loop.html,excluded,has_topbar,1,1,excluded path part,DP-15 | Persecution Feedback Loop — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-16-apostasy-bug.html,excluded,has_topbar,1,1,excluded path part,DP-16 | The Apostasy Bug — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-17-angelic-backstory.html,excluded,has_topbar,1,1,excluded path part,DP-17 | Angelic Back-Story DLC — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-18-prayer-quantum-chat.html,excluded,has_topbar,1,1,excluded path part,DP-18 | Prayer = Quantum Chat — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-19-entropys-last-stand.html,excluded,has_topbar,1,1,excluded path part,DP-19 | Entropy's Last Stand — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-20-resonant-reboot.html,excluded,has_topbar,1,1,excluded path part,DP-20 | Resonant Reboot — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-21-second-death-audit.html,excluded,has_topbar,1,1,excluded path part,DP-21 | Second Death Audit — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/dp-22-grade-day.html,excluded,has_topbar,1,1,excluded path part,DP-22 | Grade Day — The One: Duality Project
_site_archives/labeling/20260702-232548/duality-project/duality-project.html,excluded,has_topbar,1,1,excluded path part,The Duality Project - 30+ Thought Experiments on Good vs. Evil
_site_archives/labeling/20260702-232548/duality-project/omega-null-canonical.html,excluded,has_topbar,1,1,excluded path part,Omega-Null_Canonical
_site_archives/labeling/20260702-232548/duality-project/omega-null-ω.html,excluded,has_topbar,1,1,excluded path part,Omega-Null (Ω)
_site_archives/labeling/20260702-232548/duality-project/quantum-research-wave-particle-duality-and-consciousness.html,excluded,has_topbar,1,1,excluded path part,Quantum Research - Wave-Particle Duality and Consciousness
_site_archives/labeling/20260702-232548/duality-project/the-wave-particle-duality-of-christ's-nature.html,excluded,has_topbar,1,1,excluded path part,The Wave-Particle Duality of Christ's Nature
"_site_archives/labeling/20260702-232548/duality-project/wave-particle-duality,-consciousness,-and-theology.html",excluded,has_topbar,1,1,excluded path part,"Wave-Particle Duality, Consciousness, and Theology"
_site_archives/labeling/20260702-232548/isomorphism/emergent_theological_structures_master_equation.html,excluded,has_topbar,1,1,excluded path part,Emergent Theological Structures in a Physics-Based Ontological Framework: Evidence for Deep Isomorphism Between Physical Law and Divine Order
_site_archives/labeling/20260702-232548/isomorphism/evidence-three-way-isomorphism.html,excluded,has_topbar,1,1,excluded path part,EVIDENCE — Three-Way Isomorphism (43.6 Bits)
_site_archives/labeling/20260702-232548/isomorphism/Isomorphic.html,excluded,has_topbar,1,1,excluded path part,ISO-001: Gravity â†” Sin | Theophysics Registry
_site_archives/labeling/20260702-232548/isomorphism/Isomorphism_Registry.html,excluded,has_topbar,1,1,excluded path part,Isomorphism Registry — Theophysics Evidence Engine
_site_archives/labeling/20260702-232548/isomorphism/structural-isomorphism.html,excluded,has_topbar,1,1,excluded path part,The Structural Isomorphism — Proof by Architecture
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-01-the-universe-is-a-language.html,excluded,has_topbar,1,1,excluded path part,01 · The Universe Is a Language — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-02-the-universal-computer.html,excluded,has_topbar,1,1,excluded path part,02 · The Universal Computer — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-03-it-from-bit.html,excluded,has_topbar,1,1,excluded path part,03 · It From Bit — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-04-the-great-schism.html,excluded,has_topbar,1,1,excluded path part,04 · The Great Schism — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-05-the-coder-and-the-constraints.html,excluded,has_topbar,1,1,excluded path part,05 · The Coder and the Constraints — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-06-the-resolution.html,excluded,has_topbar,1,1,excluded path part,06 · The Resolution — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-07-the-observer-and-the-code.html,excluded,has_topbar,1,1,excluded path part,07 · The Observer and the Code — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-08-the-binary-soul.html,excluded,has_topbar,1,1,excluded path part,08 · The Binary Soul — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-09-the-grace-operator.html,excluded,has_topbar,1,1,excluded path part,09 · The Grace Operator — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-10-the-two-destinations.html,excluded,has_topbar,1,1,excluded path part,10 · The Two Destinations — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-11-the-decalogue.html,excluded,has_topbar,1,1,excluded path part,11 · The Decalogue — The Logos Story
_site_archives/labeling/20260702-232548/Logos_Papers/lgs-12-the-universal-blueprint.html,excluded,has_topbar,1,1,excluded path part,12 · The Universal Blueprint — The Logos Story
_site_archives/labeling/20260702-232548/proof-architecture/pa-00-bundle-viewer.html,excluded,has_topbar,1,1,excluded path part,Theophysics Proof Bundle Viewer
_site_archives/labeling/20260702-232548/proof-architecture/pa-02-foundation.html,excluded,has_topbar,1,1,excluded path part,Foundation Spine
_site_archives/labeling/20260702-232548/proof-architecture/pa-03-ontological-tree.html,excluded,has_topbar,1,1,excluded path part,The Ontological Decision Tree
_site_archives/labeling/20260702-232548/proof-architecture/pa-04-bifurcation.html,excluded,has_topbar,1,1,excluded path part,Bifurcation Chamber
_site_archives/labeling/20260702-232548/proof-architecture/pa-05-structural-isomorphism.html,excluded,has_topbar,1,1,excluded path part,The Structural Isomorphism � Proof by Architecture
_site_archives/labeling/20260702-232548/proof-architecture/pa-06-subsystems.html,excluded,has_topbar,1,1,excluded path part,Five Paired Subsystems
_site_archives/labeling/20260702-232548/proof-architecture/pa-07-closure.html,excluded,has_topbar,1,1,excluded path part,Closure Layer
_site_archives/labeling/20260702-232548/proof-architecture/pa-08-falsification.html,excluded,has_topbar,1,1,excluded path part,Falsification Court
_site_archives/labeling/20260702-232548/proof-architecture/pa-09-propagation-map.html,excluded,has_topbar,1,1,excluded path part,Substrate Propagation Map � Every Q2 Choice Through the Full Tree
_site_archives/labeling/20260702-232548/proof-architecture/pa-10-evidence.html,excluded,has_topbar,1,1,excluded path part,Convergence & Evidence
_site_archives/labeling/20260702-232548/proof-architecture/pa-11-testable-predictions.html,excluded,has_topbar,1,1,excluded path part,Testable Predictions | Logos Unified Field
_site_archives/labeling/20260702-232548/proof-architecture/pa-12-proof-explorer.html,excluded,has_topbar,1,1,excluded path part,Theophysics Proof Explorer � Canonical v2
_site_archives/labeling/20260702-232548/proof-architecture/pa-13-logical-framework.html,excluded,has_topbar,1,1,excluded path part,Theophysics Logical Framework v1
_site_archives/labeling/20260702-232548/socratic-axioms/sa-01-information-persistence.html,excluded,has_topbar,1,1,excluded path part,Information Persistence (A1) | The Socratic Axioms
_site_archives/labeling/20260702-232548/socratic-axioms/sa-02-grace-priority.html,excluded,has_topbar,1,1,excluded path part,A2 — Grace Priority | The Socratic Axioms
_site_archives/labeling/20260702-232548/socratic-axioms/sa-03-entropy-opposition.html,excluded,has_topbar,1,1,excluded path part,A3: Entropy Opposition | The Socratic Axioms
_site_archives/labeling/20260702-232548/socratic-axioms/sa-04-observer-influence.html,excluded,has_topbar,1,1,excluded path part,A4: Observer Influence | The Socratic Axioms
_site_archives/labeling/20260702-232548/socratic-axioms/sa-05-network-amplification.html,excluded,has_topbar,1,1,excluded path part,A5: Network Amplification | The Socratic Axioms
_site_archives/labeling/20260702-232548/socratic-axioms/sa-06-resurrection-singularity.html,excluded,has_topbar,1,1,excluded path part,A6: Resurrection Singularity | The Socratic Axioms
_site_archives/labeling/20260702-232548/socratic-axioms/sa-07-conservation-of-coherence.html,excluded,has_topbar,1,1,excluded path part,Conservation of Coherence (A7) | The Socratic Axioms
_site_archives/labeling/20260702-232548/socratic-axioms/sa-08-the-will-current.html,excluded,has_topbar,1,1,excluded path part,A8: The Will Current | The Socratic Axioms
_site_archives/labeling/20260702-232548/socratic-axioms/sa-09-universal-isomorphism.html,excluded,has_topbar,1,1,excluded path part,A9: Universal Domain Isomorphism | The Socratic Axioms
_site_archives/labeling/20260702-232728/bible-datalab/god_story_v2.html,excluded,has_topbar,1,1,excluded path part,The God Story — Depth & Architecture
_site_archives/labeling/20260702-232728/bible-datalab/GTQ-01_wavefunction_collapse_3d.html,excluded,has_topbar,1,1,excluded path part,GTQ-01 · Wavefunction Collapse — Interactive 3D Visualization
_site_archives/labeling/20260702-232728/bible-datalab/GTQ-07_grace_function_3d.html,excluded,has_topbar,1,1,excluded path part,GTQ-07 · The Grace Function — Interactive 3D Visualization
_site_archives/labeling/20260702-232728/bible-datalab/the-adversary-v2.html,excluded,has_topbar,1,1,excluded path part,The Adversary — A Complete Biblical Study
_site_archives/labeling/20260702-232728/bible-datalab/the-adversary.html,excluded,has_topbar,1,1,excluded path part,The Adversary — A Complete Biblical Study
_site_archives/labeling/20260702-232728/bible-datalab/the-grace-vector.html,excluded,has_topbar,1,1,excluded path part,The Grace Vector — A Decomposition
_site_archives/labeling/20260702-232728/bible-datalab/the-grace.html,excluded,has_topbar,1,1,excluded path part,The Grace — A Complete Biblical Study
_site_archives/labeling/20260702-232728/bible-datalab/the-sin-vector.html,excluded,has_topbar,1,1,excluded path part,The Sin Vector — A Decomposition
_site_archives/labeling/20260702-232728/blue/derivatives.html,excluded,has_topbar,1,1,excluded path part,What the Laws Produce | Derivative Families · David Lowe
_site_archives/labeling/20260702-232728/blue/evolution-probe.html,excluded,has_topbar,1,1,excluded path part,The Evolution Probe | Three Mathematical Killshots · David Lowe
_site_archives/labeling/20260702-232728/blue/god-in-the-equations.html,excluded,has_topbar,1,1,excluded path part,God in the Equations | The Ten Laws · David Lowe
_site_archives/labeling/20260702-232728/blue/gold-standard-test-battery.html,excluded,has_topbar,1,1,excluded path part,Gold Standard Test Battery | David Lowe
_site_archives/labeling/20260702-232728/blue/i-didnt-write-the-math.html,excluded,has_topbar,1,1,excluded path part,I Didn't Write the Math. I Found It. | David Lowe
_site_archives/labeling/20260702-232728/blue/lowe-coherence-lagrangian.html,excluded,has_topbar,1,1,excluded path part,The Lowe Coherence Lagrangian | David Lowe
_site_archives/labeling/20260702-232728/blue/math-is-moral.html,excluded,has_topbar,1,1,excluded path part,Math Is Moral | David Lowe
_site_archives/labeling/20260702-232728/blue/maxwell-truth-isomorphism.html,excluded,has_topbar,1,1,excluded path part,Maxwell–Truth Field Isomorphism | David Lowe
_site_archives/labeling/20260702-232728/blue/six_proofs.html,excluded,has_topbar,1,1,excluded path part,Six Computational Proofs | David Lowe
_site_archives/labeling/20260702-232728/blue/the-same-equation.html,excluded,has_topbar,1,1,excluded path part,The Same Equation | David Lowe
_site_archives/labeling/20260702-232728/MASTER equation/Master EQ vs1.html,excluded,has_topbar,1,1,excluded path part,The Master Equation — Physics and Faith as One Story
_site_archives/labeling/20260702-232728/MASTER equation/master_story_index_backup.html,excluded,has_topbar,1,1,excluded path part,The Master Story — Theophysics Narrative Index
_site_archives/labeling/20260702-232728/MASTER equation/structural-isomorphism.html,excluded,has_topbar,1,1,excluded path part,The Structural Isomorphism — Proof by Architecture
_site_archives/labeling/20260702-232728/moral-decline/00-entry-and-series-map/MDA-000-series-map.html,excluded,has_topbar,1,1,excluded path part,Series Map | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/01-story-thread/MDA-001-story-introduction.html,excluded,has_topbar,1,1,excluded path part,An American Story | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/01-story-thread/MDA-002-samuel-1900.html,excluded,has_topbar,1,1,excluded path part,When Distance Still Had Moral Weight | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/01-story-thread/MDA-008-henry-1926.html,excluded,has_topbar,1,1,excluded path part,When Voices Entered the Home | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/01-story-thread/MDA-012-william-1950.html,excluded,has_topbar,1,1,excluded path part,When Comfort Replaced Necessity | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/01-story-thread/MDA-016-thomas-1974.html,excluded,has_topbar,1,1,excluded path part,When Freedom Became Exit | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/01-story-thread/MDA-031-jacob-1998.html,excluded,has_topbar,1,1,excluded path part,When Place Disappeared | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/01-story-thread/MDA-050-jacob-2025.html,excluded,has_topbar,1,1,excluded path part,When Constraint Had to Be Chosen | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/02-method-and-metrics/MDA-003-measuring-moral-health.html,excluded,has_topbar,1,1,excluded path part,Can We Measure Moral Health? | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/02-method-and-metrics/MDA-006-research-method.html,excluded,has_topbar,1,1,excluded path part,How We Measure Decline | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/02-method-and-metrics/MDA-007-nine-domains.html,excluded,has_topbar,1,1,excluded path part,What America Is Made Of | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/02-method-and-metrics/MDA-037-biaxiosum-audit.html,excluded,has_topbar,1,1,excluded path part,The Biaxiosum Audit | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/02-method-and-metrics/MDA-038-coherence-metric.html,excluded,has_topbar,1,1,excluded path part,The Coherence Metric | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/02-method-and-metrics/MDA-039-physics-of-coherence.html,excluded,has_topbar,1,1,excluded path part,The Physics of Coherence | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/02-method-and-metrics/MDA-040-statistical-synthesis.html,excluded,has_topbar,1,1,excluded path part,Moral Decline by the Numbers | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/02-method-and-metrics/MDA-041-statistical-spine.html,excluded,has_topbar,1,1,excluded path part,The Statistical Spine | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/03-evidence-chronology/MDA-005-empirical-evidence.html,excluded,has_topbar,1,1,excluded path part,The Empirical Evidence | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/03-evidence-chronology/MDA-009-the-1900-baseline.html,excluded,has_topbar,1,1,excluded path part,The 1900 Baseline | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/03-evidence-chronology/MDA-010-pre-modern-baseline.html,excluded,has_topbar,1,1,excluded path part,The Pre-Modern Baseline | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/03-evidence-chronology/MDA-011-collective-security-1930.html,excluded,has_topbar,1,1,excluded path part,The Age of Collective Security | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/03-evidence-chronology/MDA-013-peak-coherence-1940.html,excluded,has_topbar,1,1,excluded path part,The Crucible of Consensus | Moral Decline of America
_site_archives/labeling/20260702-232728/moral-decline/03-evidence-chronology/MDA-014-fissure-1950.html,excluded,has_topbar,1,1,excluded path part,The Fissure in Conformity | Moral Decline of America
