equation_id,latex,lookup_key,source_kind,pattern_name,source_snippet,source_path,lane,article_slug
drv-00-the-argument-EQ-011,F_g = G_s\psi_1\psi_2/d^2,fggs12d2,page_scan,inline_brackets,\(F_g = G_s\psi_1\psi_2/d^2\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-012,(1-R),1r,page_scan,inline_brackets,\((1-R)\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-013,E = mc^2,emc2,page_scan,inline_brackets,\(E = mc^2\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-014,C = M\lambda^2,cm2,page_scan,inline_brackets,\(C = M\lambda^2\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-015,\cdot I,i,page_scan,inline_brackets,\(\cdot I\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-016,\nabla \cdot E = \rho/\epsilon_0,erho0,page_scan,inline_brackets,\(\nabla \cdot E = \rho/\epsilon_0\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-017,\nabla \cdot T = \rho_L/\epsilon_s,trhols,page_scan,inline_brackets,\(\nabla \cdot T = \rho_L/\epsilon_s\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-018,\cdot A,a,page_scan,inline_brackets,\(\cdot A\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-019,V = -\alpha_s/r + kr,vsrkr,page_scan,inline_brackets,\(V = -\alpha_s/r + kr\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-020,V_L = -\alpha_L/d + \kappa d,vlldd,page_scan,inline_brackets,\(V_L = -\alpha_L/d + \kappa d\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-021,(1-B),1b,page_scan,inline_brackets,\((1-B)\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-022,dS/dt \geq 0,dsdtge0,page_scan,inline_brackets,\(dS/dt \geq 0\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-023,dS_m/dt \geq 0,dsmdtge0,page_scan,inline_brackets,\(dS_m/dt \geq 0\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-024,-W_{\text{grace}}/T,wgracet,page_scan,inline_brackets,\(-W_{\text{grace}}/T\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-025,H = -\sum p_i \log p_i,hpipi,page_scan,inline_brackets,\(H = -\sum p_i \log p_i\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-026,H_L = -\sum p_i \log p_i,hlpipi,page_scan,inline_brackets,\(H_L = -\sum p_i \log p_i\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-027,+S(\Psi),spsi,page_scan,inline_brackets,\(+S(\Psi)\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-028,ds^2 = -c^2dt^2 + dx^2,ds2c2dt2dx2,page_scan,inline_brackets,\(ds^2 = -c^2dt^2 + dx^2\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-029,d\tau^2 = -\lambda^2dt^2 + dr^2,d22dt2dr2,page_scan,inline_brackets,\(d\tau^2 = -\lambda^2dt^2 + dr^2\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-030,C_{\text{mutual consent}},cmutualconsent,page_scan,inline_brackets,\(C_{\text{mutual consent}}\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-031,i\hbar\partial_t\Psi = H\Psi,ihbartpsihpsi,page_scan,inline_brackets,\(i\hbar\partial_t\Psi = H\Psi\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-032,i\hbar_s\partial_t\Phi = H_s\Phi,ihbarstphihsphi,page_scan,inline_brackets,\(i\hbar_s\partial_t\Phi = H_s\Phi\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-033,\cdot F,f,page_scan,inline_brackets,\(\cdot F\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-034,\Gamma = G_F^2 m^5/192\pi^3,gf2m5192pi3,page_scan,inline_brackets,\(\Gamma = G_F^2 m^5/192\pi^3\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-035,\Gamma_{\sin} = G_s^2\psi^5/192\pi^3,gs25192pi3,page_scan,inline_brackets,\(\Gamma_{\sin} = G_s^2\psi^5/192\pi^3\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-036,\cdot W,w,page_scan,inline_brackets,\(\cdot W\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-037,"\chi = \int(\prod\text{Laws})\,d\Omega",chiintlawsd,page_scan,inline_brackets,"\(\chi = \int(\prod\text{Laws})\,d\Omega\)",drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-038,"C = \int(\prod\text{Virtues})\,d\Omega_s",cintvirtuesds,page_scan,inline_brackets,"\(C = \int(\prod\text{Virtues})\,d\Omega_s\)",drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-039,\chi = C,chic,page_scan,inline_brackets,\(\chi = C\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-040,H \to \text{Faith},htofaith,page_scan,inline_brackets,\(H \to \text{Faith}\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-041,\mathcal{D} \to \text{Grace},dtograce,page_scan,inline_brackets,\(\mathcal{D} \to \text{Grace}\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-042,d\rho/dt \to \text{Sin},drhodttosin,page_scan,inline_brackets,\(d\rho/dt \to \text{Sin}\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-043,\rho \to \text{Soul},rhotosoul,page_scan,inline_brackets,\(\rho \to \text{Soul}\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-044,d\rho/dt \to 0,drhodtto0,page_scan,inline_brackets,\(d\rho/dt \to 0\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-045,"\text{Grace} \geq |[\text{Faith}, \text{Soul}]|",gracegefaithsoul,page_scan,inline_brackets,"\(\text{Grace} \geq |[\text{Faith}, \text{Soul}]|\)",drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-046,K_{\text{inst}},kinst,page_scan,inline_brackets,\(K_{\text{inst}}\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-047,E(K),ek,page_scan,inline_brackets,\(E(K)\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-048,T_{\text{ext}},text,page_scan,inline_brackets,\(T_{\text{ext}}\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-049,T_{\text{ext}} = 0,text0,page_scan,inline_brackets,\(T_{\text{ext}} = 0\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-050,dK/dt = \alpha \cdot E(K) &gt; 0,dkdtekgt0,page_scan,inline_brackets,\(dK/dt = \alpha \cdot E(K) &gt; 0\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-051,\beta \to 0,to0,page_scan,inline_brackets,\(\beta \to 0\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-052,"\int G_{\text{ext}}\,dt \to \infty",intgextdtto,page_scan,inline_brackets,"\(\int G_{\text{ext}}\,dt \to \infty\)",drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-053,\chi(\infty) &gt; 0,chigt0,page_scan,inline_brackets,\(\chi(\infty) &gt; 0\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-054,C \not\to -\chi,cchi,page_scan,inline_brackets,\(C \not\to -\chi\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-055,G_{\text{ext}} \cdot \eta(K) = \lambda S,gextks,page_scan,inline_brackets,\(G_{\text{ext}} \cdot \eta(K) = \lambda S\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-00-the-argument-EQ-056,\dot{\chi} \propto -S,chiproptos,page_scan,inline_brackets,\(\dot{\chi} \propto -S\),drv-00-the-argument.html,(root),drv-00-the-argument
drv-01-the-architecture-EQ-001,"\forall F, \exists c : F \nvdash K(x) &gt; |F| + c",fcfkxgtfc,page_scan,display_dollars,"$$\forall F, \exists c : F \nvdash K(x) &gt; |F| + c$$",drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-002,H(X) = -\sum_i P(x_i) \log_2 P(x_i),hxipxi2pxi,page_scan,display_dollars,$$H(X) = -\sum_i P(x_i) \log_2 P(x_i)$$,drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-003,E_{\min} = k_B T \ln 2,ekbt2,page_scan,display_dollars,$$E_{\min} = k_B T \ln 2$$,drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-004,K(x) = \min\{|p| : U(p) = x\},kxpupx,page_scan,display_dollars,$$K(x) = \min\{|p| : U(p) = x\}$$,drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-005,\forall S \; [\text{finite}(S) \rightarrow \exists B(S) : \forall x \; (K(x) &gt; B(S) \rightarrow S \nvdash x)],sfinitesarrowbsxkxgtbsarrowsx,page_scan,display_dollars,$$\forall S \; [\text{finite}(S) \rightarrow \exists B(S) : \forall x \; (K(x) &gt; B(S) \rightarrow S \nvdash x)]$$,drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-006,G \text{ universally reliable} \;\wedge\; \neg\text{externally constrained}(G) \implies \text{veracity}(G) \implies \text{moral-property}(G),guniversallyreliableexternallyconstrainedgveracitygmoralpropertyg,page_scan,display_dollars,$$G \text{ universally reliable} \;\wedge\; \neg\text{externally constrained}(G) \implies \text{veracity}(G) \implies \text{moral-property}(G)$$,drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-007,K \ll H,kh,page_scan,inline_brackets,\(K \ll H\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-008,E = mc^2,emc2,page_scan,inline_brackets,\(E = mc^2\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-009,|\psi\rangle = \sum_i c_i |\phi_i\rangle,icii,page_scan,inline_brackets,\(|\psi\rangle = \sum_i c_i |\phi_i\rangle\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-010,B(S),bs,page_scan,inline_brackets,\(B(S)\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-011,S',s,page_scan,inline_brackets,\(S'\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-012,|S'| &gt; |S|,sgts,page_scan,inline_brackets,\(|S'| &gt; |S|\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-013,B(S) \approx |S| + c,bssc,page_scan,inline_brackets,\(B(S) \approx |S| + c\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-014,G(G) = G,ggg,page_scan,inline_brackets,\(G(G) = G\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-015,B(G),bg,page_scan,inline_brackets,\(B(G)\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-01-the-architecture-EQ-016,2 + 2 = 4,224,page_scan,inline_brackets,\(2 + 2 = 4\),drv-01-the-architecture.html,(root),drv-01-the-architecture
drv-02-the-lock-EQ-001,H(X) = -\sum_i P(x_i) \log_2 P(x_i),hxipxi2pxi,page_scan,display_dollars,$$H(X) = -\sum_i P(x_i) \log_2 P(x_i)$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-002,K(x) = \min\{|p| : U(p) = x\},kxpupx,page_scan,display_dollars,$$K(x) = \min\{|p| : U(p) = x\}$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-003,K(x) \approx H(X) \text{ for random strings},kxhxforrandomstrings,page_scan,display_dollars,$$K(x) \approx H(X) \text{ for random strings}$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-004,K(x) \ll H(X) \text{ for structured strings},kxhxforstructuredstrings,page_scan,display_dollars,$$K(x) \ll H(X) \text{ for structured strings}$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-005,"\forall F, \exists c : F \nvdash K(x) &gt; |F| + c",fcfkxgtfc,page_scan,display_dollars,"$$\forall F, \exists c : F \nvdash K(x) &gt; |F| + c$$",drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-006,\text{Ground}(\text{Math}) \notin \text{Math},groundmathmath,page_scan,display_dollars,$$\text{Ground}(\text{Math}) \notin \text{Math}$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-007,"\exists\, T_m : \text{True}(T_m) \wedge \neg\text{Contingent}(T_m)",tmtruetmcontingenttm,page_scan,display_dollars,"$$\exists\, T_m : \text{True}(T_m) \wedge \neg\text{Contingent}(T_m)$$",drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-008,"\forall t : \text{True}(T_m, t) \text{ with } I(T_m; t) = 0",ttruetmtwithitmt0,page_scan,display_dollars,"$$\forall t : \text{True}(T_m, t) \text{ with } I(T_m; t) = 0$$",drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-009,\square(2+2=4) \wedge \neg\Diamond(2+2=5),224225,page_scan,display_dollars,$$\square(2+2=4) \wedge \neg\Diamond(2+2=5)$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-010,I(T_m; \text{position}) = 0,itmposition0,page_scan,display_dollars,$$I(T_m; \text{position}) = 0$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-011,\frac{d}{dt} K(T_m) = 0,ddtktm0,page_scan,display_dollars,$$\frac{d}{dt} K(T_m) = 0$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-012,\neg\exists x : \text{Location}(T_m) = x \wedge \text{Mass}(T_m) = 0,xlocationtmxmasstm0,page_scan,display_dollars,$$\neg\exists x : \text{Location}(T_m) = x \wedge \text{Mass}(T_m) = 0$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-013,"\forall T_1, T_2 \in T_m : \neg(T_1 \wedge \neg T_1)",t1t2tmt1t1,page_scan,display_dollars,"$$\forall T_1, T_2 \in T_m : \neg(T_1 \wedge \neg T_1)$$",drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-014,"K(T_m \mid \text{Ground}) &lt; K(T_m) \Rightarrow \exists\, \text{Ground}(T_m)",ktmgroundltktmgroundtm,page_scan,display_dollars,"$$K(T_m \mid \text{Ground}) &lt; K(T_m) \Rightarrow \exists\, \text{Ground}(T_m)$$",drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-015,K(\emptyset) = 0 \Rightarrow \text{Output}(\emptyset) = \emptyset,k0output,page_scan,display_dollars,$$K(\emptyset) = 0 \Rightarrow \text{Output}(\emptyset) = \emptyset$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-016,K(T_m) \ll |T_m| \Rightarrow \neg\text{Random}(\text{Ground}),ktmtmrandomground,page_scan,display_dollars,$$K(T_m) \ll |T_m| \Rightarrow \neg\text{Random}(\text{Ground})$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-017,\neg\text{Deceptive}(T_m) \Rightarrow \neg\text{Deceptive}(\text{Ground}),deceptivetmdeceptiveground,page_scan,display_dollars,$$\neg\text{Deceptive}(T_m) \Rightarrow \neg\text{Deceptive}(\text{Ground})$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-018,R &lt; C \Rightarrow \exists \text{ code with } P_e \to 0,rltccodewithpeto0,page_scan,display_dollars,$$R &lt; C \Rightarrow \exists \text{ code with } P_e \to 0$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-019,f : \text{Human} \to T_m \wedge T_m \subset \text{Logos} \Rightarrow f : \text{Human} \to \text{Logos},fhumantotmtmlogosfhumantologos,page_scan,display_dollars,$$f : \text{Human} \to T_m \wedge T_m \subset \text{Logos} \Rightarrow f : \text{Human} \to \text{Logos}$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-020,"\exists\, T_m : \square T_m \wedge \text{Universal}(T_m) \wedge \text{Eternal}(T_m) \wedge \text{Coherent}(T_m)",tmtmuniversaltmeternaltmcoherenttm,page_scan,display_dollars,"$$\exists\, T_m : \square T_m \wedge \text{Universal}(T_m) \wedge \text{Eternal}(T_m) \wedge \text{Coherent}(T_m)$$",drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-021,\text{Ground} \neq \emptyset \wedge \neg\text{Random}(\text{Ground}) \wedge \neg\text{Deceptive}(\text{Ground}),groundnerandomgrounddeceptiveground,page_scan,display_dollars,$$\text{Ground} \neq \emptyset \wedge \neg\text{Random}(\text{Ground}) \wedge \neg\text{Deceptive}(\text{Ground})$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-022,\neg\text{Deceptive} = \text{Truthful} = \text{Moral Property},deceptivetruthfulmoralproperty,page_scan,display_dollars,$$\neg\text{Deceptive} = \text{Truthful} = \text{Moral Property}$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-023,\therefore \text{Ground}(T_m) = \text{Moral},groundtmmoral,page_scan,display_dollars,$$\therefore \text{Ground}(T_m) = \text{Moral}$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-024,\text{Physics} = \text{Applied } T_m \Rightarrow \text{Physics is Moral},physicsappliedtmphysicsismoral,page_scan,display_dollars,$$\text{Physics} = \text{Applied } T_m \Rightarrow \text{Physics is Moral}$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-025,\therefore \text{Universe is Moral Order} \quad \blacksquare,universeismoralorder,page_scan,display_dollars,$$\therefore \text{Universe is Moral Order} \quad \blacksquare$$,drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-026,"\{x_1, x_2, \ldots, x_n\}",x1x2xn,page_scan,inline_brackets,"\(\{x_1, x_2, \ldots, x_n\}\)",drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-027,P(X),px,page_scan,inline_brackets,\(P(X)\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-028,H(X),hx,page_scan,inline_brackets,\(H(X)\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-029,K(x),kx,page_scan,inline_brackets,\(K(x)\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-030,K(x) \approx |x|,kxx,page_scan,inline_brackets,\(K(x) \approx |x|\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-031,K \ll H,kh,page_scan,inline_brackets,\(K \ll H\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-032,K(x) &gt; |F| + c,kxgtfc,page_scan,inline_brackets,\(K(x) &gt; |F| + c\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-033,2+2=5,225,page_scan,inline_brackets,\(2+2=5\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-034,2+2=4,224,page_scan,inline_brackets,\(2+2=4\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-035,2+2 \neq 4,22ne4,page_scan,inline_brackets,\(2+2 \neq 4\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-036,"\text{Deception}(X) \iff \text{Appears}(X,Y) \wedge \neg\text{Is}(X,Y)",deceptionxappearsxyisxy,page_scan,inline_brackets,"\(\text{Deception}(X) \iff \text{Appears}(X,Y) \wedge \neg\text{Is}(X,Y)\)",drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-037,2+2,22,page_scan,inline_brackets,\(2+2\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-038,\lambda\acute{o}\gamma o\varsigma,ogammao,page_scan,inline_brackets,\(\lambda\acute{o}\gamma o\varsigma\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-039,E = k_B T \ln 2,ekbt2,page_scan,inline_brackets,\(E = k_B T \ln 2\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-040,\Delta E = k_B T \cdot \Delta H,deltaekbtdeltah,page_scan,inline_brackets,\(\Delta E = k_B T \cdot \Delta H\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-041,P(\text{collapse}) = f(\Phi),pcollapsefphi,page_scan,inline_brackets,\(P(\text{collapse}) = f(\Phi)\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-042,\chi_{\text{collective}} = N^\alpha \cdot \chi_{\text{individual}},chicollectivenchiindividual,page_scan,inline_brackets,\(\chi_{\text{collective}} = N^\alpha \cdot \chi_{\text{individual}}\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-043,\alpha &gt; 1,gt1,page_scan,inline_brackets,\(\alpha &gt; 1\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-044,K(\text{theory}),ktheory,page_scan,inline_brackets,\(K(\text{theory})\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-045,f : \text{Human} \to T_m,fhumantotm,page_scan,inline_brackets,\(f : \text{Human} \to T_m\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-046,T_m \subset \text{Logos},tmlogos,page_scan,inline_brackets,\(T_m \subset \text{Logos}\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-02-the-lock-EQ-047,U(p) = x,upx,page_scan,inline_brackets,\(U(p) = x\),drv-02-the-lock.html,(root),drv-02-the-lock
drv-03-the-cost-of-denial-EQ-001,"\text{Coherent Output} \Rightarrow \neg\,\text{Deceptive}(\text{Source})",coherentoutputdeceptivesource,page_scan,display_dollars,"$$\text{Coherent Output} \Rightarrow \neg\,\text{Deceptive}(\text{Source})$$",drv-03-the-cost-of-denial.html,(root),drv-03-the-cost-of-denial
drv-03-the-cost-of-denial-EQ-002,\frac{dS}{dt} \geq 0,dsdtge0,page_scan,display_dollars,$$\frac{dS}{dt} \geq 0$$,drv-03-the-cost-of-denial.html,(root),drv-03-the-cost-of-denial
drv-03-the-cost-of-denial-EQ-003,"\frac{d\rho}{dt} = -i[H,\,\rho] + \sum_k \gamma_k !\left( L_k \rho L_k^\dagger - \frac{1}{2}{L_k^\dagger L_k,\, \rho} \right)",drhodtihrhokgammaklkrholk12lklkrho,page_scan,display_dollars,"$$\frac{d\rho}{dt} = -i[H,\,\rho] + \sum_k \gamma_k !\left( L_k \rho L_k^\dagger - \frac{1}{2}{L_k^\dagger L_k,\, \rho} \right)$$",drv-03-the-cost-of-denial.html,(root),drv-03-the-cost-of-denial
drv-03-the-cost-of-denial-EQ-004,S_{\text{system}} \to \infty \;\Rightarrow\; G_{\text{external}} \to \infty,ssystemtogexternalto,page_scan,display_dollars,$$S_{\text{system}} \to \infty \;\Rightarrow\; G_{\text{external}} \to \infty$$,drv-03-the-cost-of-denial.html,(root),drv-03-the-cost-of-denial
