source_path,equation_count
genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05b-trinity-timeline.html,8
genesis-to-quantum/gtq-05-the-substrate-fractured.html,8
genesis-to-quantum/gtq-05a-trinity-mechanism.html,8
genesis-to-quantum/gtq-08-god-doesnt-need-a-clock.html,8
genesis-to-quantum/gtq-17-ran-the-numbers.html,8
mda/03-evidence-chronology/MDA-019-current-state-2024.html,8
genesis-to-quantum/gtq-05-macarthur-and-the-equation.html,7
genesis-to-quantum/gtq-06-three-pathways.html,7
genesis-to-quantum/gtq-10-how-lies-kill.html,7
genesis-to-quantum/intro/gtq-01-measurement-collapsed-reality-N.html,7
work/one-page-stories-sprint/04-approved/The_Logos_Thesis_v3.html,7
genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05c-why-physics-is-broken-in-two.html,6
genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-10a-why-the-pattern-is-the-signal.html,6
genesis-to-quantum/gtq-04b-how-lies-kill.html,6
genesis-to-quantum/gtq-05-macarthur-equation.html,6
mda/04-collapse-mechanisms/MDA-030-trinity-mechanism.html,6
moral-decline/mda-the-trinity-mechanism.html,6
Introduction to Theophysics/01-an-introduction-to-theophysics.html,5
MUST DO/facts-card-component.html,5
cross-domain/01-an-introduction-to-theophysics.html,5
forge-proofs/01 unavoidable-conclusion-complete.html,5
genesis-to-quantum/gtq-24-societies-die.html,5
isomorphism/iso-037_beer_lambert_transaction_extraction.html,5
isomorphism_backup_20260624_163104/iso-037_beer_lambert_transaction_extraction.html,5
subdomains/isomorphism/_backups/20260526-104534/iso-037_beer_lambert_transaction_extraction.html,5
subdomains/isomorphism/_backups/template-font-pass-20260530-085048/iso-037_beer_lambert_transaction_extraction.html,5
Introduction to Theophysics/02-the-coherence-metric.html,4
Templates David/3333template-deepdive.html,4
Templates David/template-deepdive.html,4
consciousness/consciousness-evidence-predictions-wrapped.html,4
consciousness/consciousness-evidence-predictions.html,4
cross-domain/02-the-coherence-metric.html,4
duality-project/dp-12-collective-negentropy.html,4
genesis-to-quantum/CODEX_BUILD/examples/gtq-01-finished.html,4
genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-01-measurement-collapsed-reality.html,4
genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-10-the-counter-move.html,4
genesis-to-quantum/gtq-05b-trinity-timeline.html,4
genesis-to-quantum/gtq-22-same-god-both-testaments.html,4
moral-decline/02-method-and-metrics/MDA-040-statistical-synthesis.html,4
moral-decline/mda-facts-paper.html,4
Introduction to Theophysics/08-the-thermodynamics-of-grace.html,3
Templates David/3333template-main.html,3
Templates David/template-main.html,3
cross-domain/08-the-thermodynamics-of-grace.html,3
duality-project/dp-00-the-null-hypothesis.html,3
genesis-to-quantum/gtq-06-why-reality-needs-three.html,3
isomorphism/iso-037_beer_lambert.html,3
mda/02-method-and-metrics/MDA-004-facts-framework-academic.html,3
mda/02-method-and-metrics/MDA-004-facts-framework.html,3
mda/02-method-and-metrics/MDA-038-coherence-metric-academic.html,3
mda/02-method-and-metrics/MDA-038-coherence-metric.html,3
mda/02-method-and-metrics/MDA-040-statistical-synthesis-academic.html,3
mda/02-method-and-metrics/MDA-040-statistical-synthesis-easy.html,3
moral-decline/mda-the-coherence-metric.html,3
moral-decline/stories/mda-STATISTICAL_SYNTHESIS.html,3
work/one-page-stories-sprint/04-approved/the-father-as-source-field.html,3
work/one-page-stories-sprint/04-approved/why-grace-from-outside.html,3
consciousness/consciousness-free-will-evil.html,2
convergence-deep/cdt-01-math-is-moral.html,2
data-viz/ECONOMY_MONEY_RESEARCH_1967-2012.html,2
data-viz/MORAL_TIMELINE_MASTER_RESEARCH_INTEGRATED.html,2
genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-08a-the-temporal-trap.html,2
genesis-to-quantum/gtq-02-collapse-threshold.html,2
genesis-to-quantum/gtq-08a-the-temporal-trap.html,2
genesis-to-quantum/gtq-09-decoherence-curve.html,2
genesis-to-quantum/gtq-15-why-reality-needs-three.html,2
genesis-to-quantum/gtq-18-eraser-and-cross.html,2
mda/01-story-thread/MDA-012-william-1950.html,2
mda/02-method-and-metrics/MDA-038-coherence-metric-easy.html,2
mda/05-amish-and-case-studies/MDA-044-amish-control-study-THE-METHOD.html,2
moral-decline/05-amish-and-case-studies/MDA-043-amish-proof-THE-PROOF.html,2
moral-decline/stories/mda-story-03-william-1950.html,2
work/one-page-stories-sprint/04-approved/we-ran-the-tests.html,2
Introduction to Theophysics/04-the-american-coherence-collapse.html,1
MUST DO/TOP BAR/MDA-010-pre-modern-baseline-reading-ladder-v2.html,1
MUST DO/all-blocks-showcase.html,1
MUST DO/article-template.html,1
MUST DO/math-translation-layer/MDA-010-pre-modern-baseline-reading-ladder-v2.html,1
Templates David/the-93-year-floor.html,1
_link-fix-backups/one-page-stories-20260623-220423/one-page-stories/measure-and-judgment/the-93-year-floor.html,1
consciousness/consciousness-parallel-laws-wrapped.html,1
cross-domain/04-the-american-coherence-collapse.html,1
duality-project/dp-01-candle-in-the-void.html,1
duality-project/dp-08-the-atonement-paradox.html,1
duality-project/dp-09-the-prototype-resurrection.html,1
duality-project/dp-17-angelic-backstory.html,1
duality-project/dp-18-prayer-quantum-chat.html,1
formal-papers/01_foundations/paper_02.html,1
formal-papers/05_entropy_and_coherence/paper_10.html,1
genesis-to-quantum/CODEX_BUILD/template-main.html,1
genesis-to-quantum/gtq-01-OPTION-A-bg-hero.html,1
genesis-to-quantum/gtq-01-OPTION-B-img-hero.html,1
genesis-to-quantum/gtq-01-measurement-collapsed-reality-N.html,1
genesis-to-quantum/gtq-01-measurement-collapsed-reality.html,1
genesis-to-quantum/gtq-05c-why-physics-is-broken-in-two.html,1
genesis-to-quantum/gtq-10-the-counter-move.html,1
genesis-to-quantum/gtq-12-trinity-mechanism.html,1
genesis-to-quantum/gtq-15-reality-needs-three.html,1
genesis-to-quantum/gtq-16-photon-isnt-watching.html,1
genesis-to-quantum/gtq-19-temporal-trap.html,1
genesis-to-quantum/gtq-21-science-behind-restoration.html,1
genesis-to-quantum/gtq-24-societies-die-same-way.html,1
genesis-to-quantum/gtq-25-counter-move.html,1
genesis-to-quantum/the-93-year-floor.html,1
isomorphism/aaa-002_bec_soteriology_audit.html,1
mda/03-evidence-chronology/MDA-010-pre-modern-baseline.html,1
mda/05-amish-and-case-studies/MDA-051-korea-experiment.html,1
mda/90-appendices-and-source-packets/MDA-906-appendix-93-year-floor.html,1
moral-decline/mda-of-america.html,1
mtl-admin/standalone-mtl-template.html,1
one-page-stories/measure-and-judgment/the-93-year-floor.html,1
work/one-page-stories-sprint/04-approved/7q_explained.html,1
work/one-page-stories-sprint/04-approved/heaven-hell-attractor-states.html,1
