equation_id,latex,lookup_key,source_kind,pattern_name,source_snippet,source_path,lane,article_slug
consciousness-chi-field-action-wrapped-EQ-014,p_\chi = \frac{1}{2}\dot{\chi}^2 - V(\chi) - \xi(\ddot{\chi}\chi + \dot{\chi}^2) - 2\xi H\chi\dot{\chi} - \xi(2\dot{H} + 3H^2)\chi^2,pchi12chi2vchichichichi22hchichi2h3h2chi2,page_scan,display_dollars,$$p_\chi = \frac{1}{2}\dot{\chi}^2 - V(\chi) - \xi(\ddot{\chi}\chi + \dot{\chi}^2) - 2\xi H\chi\dot{\chi} - \xi(2\dot{H} + 3H^2)\chi^2$$,consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-015,T_{\mu\nu}^{(\xi)} = \xi\left[g_{\mu\nu}\Box(\chi^2) - \nabla_\mu\nabla_\nu(\chi^2) + \chi^2\left(R_{\mu\nu} - \frac{1}{2}g_{\mu\nu}R\right)\right],tmunugmunuchi2munuchi2chi2rmunu12gmunur,page_scan,display_dollars,$$T_{\mu\nu}^{(\xi)} = \xi\left[g_{\mu\nu}\Box(\chi^2) - \nabla_\mu\nabla_\nu(\chi^2) + \chi^2\left(R_{\mu\nu} - \frac{1}{2}g_{\mu\nu}R\right)\right]$$,consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-016,m_\chi \sim H_0 \sim 10^{-33},mchih01033,page_scan,inline_brackets,\(m_\chi \sim H_0 \sim 10^{-33}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-017,\lambda_\chi = \hbar/(m_\chi c) \sim c/H_0 \sim 10^{26},chihbarmchicch01026,page_scan,inline_brackets,\(\lambda_\chi = \hbar/(m_\chi c) \sim c/H_0 \sim 10^{26}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-018,V(\chi) = \tfrac{1}{2}m^2\chi^2 + \tfrac{\lambda}{4}\chi^4,vchi12m2chi24chi4,page_scan,inline_brackets,\(V(\chi) = \tfrac{1}{2}m^2\chi^2 + \tfrac{\lambda}{4}\chi^4\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-019,\langle\chi\rangle = \chi_0 \neq 0,chi0ne0,page_scan,inline_brackets,\(\langle\chi\rangle = \chi_0 \neq 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-020,m^2 &lt; 0,m2lt0,page_scan,inline_brackets,\(m^2 &lt; 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-021,\xi\chi^2 R,2r,page_scan,inline_brackets,\(\xi\chi^2 R\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-022,\kappa_0 = 8\pi G_N / c^4,08pignc4,page_scan,inline_brackets,\(\kappa_0 = 8\pi G_N / c^4\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-023,(1 + \xi\kappa_0\chi^2)R/2\kappa_0,10chi2r20,page_scan,inline_brackets,\((1 + \xi\kappa_0\chi^2)R/2\kappa_0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-024,-\tfrac{1}{2}g^{\mu\nu}\partial_\mu\chi\partial_\nu\chi,12gmunumuchinuchi,page_scan,inline_brackets,\(-\tfrac{1}{2}g^{\mu\nu}\partial_\mu\chi\partial_\nu\chi\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-025,-\tfrac{1}{2}m_\chi^2\chi^2,12mchi2chi2,page_scan,inline_brackets,\(-\tfrac{1}{2}m_\chi^2\chi^2\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-026,-(\lambda/4)\chi^4,4chi4,page_scan,inline_brackets,\(-(\lambda/4)\chi^4\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-027,\mathcal{L}_{\text{matter}},lmatter,page_scan,inline_brackets,\(\mathcal{L}_{\text{matter}}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-028,m_\chi,mchi,page_scan,inline_brackets,\(m_\chi\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-029,\sim H_0 \sim 10^{-33},h01033,page_scan,inline_brackets,\(\sim H_0 \sim 10^{-33}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-030,|\xi| \lesssim 10^5,105,page_scan,inline_brackets,\(|\xi| \lesssim 10^5\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-031,&gt; 0,gt0,page_scan,inline_brackets,\(&gt; 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-032,\kappa_0,0,page_scan,inline_brackets,\(\kappa_0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-033,8\pi G_N/c^4,8pignc4,page_scan,inline_brackets,\(8\pi G_N/c^4\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-034,\xi = 1/6,16,page_scan,inline_brackets,\(\xi = 1/6\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-035,x^\mu \to x'^\mu(x),xmutoxmux,page_scan,inline_brackets,\(x^\mu \to x'^\mu(x)\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-036,\chi \to -\chi,chitochi,page_scan,inline_brackets,\(\chi \to -\chi\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-037,\delta S / \delta\chi = 0,s0,page_scan,inline_brackets,\(\delta S / \delta\chi = 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-038,\Box\chi + V'_{\text{eff}}(\chi) = 0,veffchi0,page_scan,inline_brackets,\(\Box\chi + V'_{\text{eff}}(\chi) = 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-039,R = 0,r0,page_scan,inline_brackets,\(R = 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-040,\Box\chi + m^2\chi + \lambda\chi^3 = 0,m2chi30,page_scan,inline_brackets,\(\Box\chi + m^2\chi + \lambda\chi^3 = 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-041,\chi = \chi_0 + \delta\chi,chichi0,page_scan,inline_brackets,\(\chi = \chi_0 + \delta\chi\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-042,R = 12H^2,r12h2,page_scan,inline_brackets,\(R = 12H^2\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-043,R \gg m^2/(\xi\kappa_0),rm20,page_scan,inline_brackets,\(R \gg m^2/(\xi\kappa_0)\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-044,g^{\mu\nu},gmunu,page_scan,inline_brackets,\(g^{\mu\nu}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-045,\delta S / \delta g^{\mu\nu} = 0,sgmunu0,page_scan,inline_brackets,\(\delta S / \delta g^{\mu\nu} = 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-046,\partial_\mu\chi \to 0,muchito0,page_scan,inline_brackets,\(\partial_\mu\chi \to 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-047,T_{\mu\nu}^{(\chi)} \to -g_{\mu\nu}V(\chi_0),tmunuchitogmunuvchi0,page_scan,inline_brackets,\(T_{\mu\nu}^{(\chi)} \to -g_{\mu\nu}V(\chi_0)\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-048,\Box(\chi_0^2) = 0,chi020,page_scan,inline_brackets,\(\Box(\chi_0^2) = 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-049,\nabla_\mu\nabla_\nu(\chi_0^2) = 0,munuchi020,page_scan,inline_brackets,\(\nabla_\mu\nabla_\nu(\chi_0^2) = 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-050,G_{\text{eff}} = G_N / (1 + \xi\kappa_0\chi_0^2),geffgn10chi02,page_scan,inline_brackets,\(G_{\text{eff}} = G_N / (1 + \xi\kappa_0\chi_0^2)\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-051,\Lambda_{\text{eff}} = \kappa_0 V(\chi_0),lambdaeff0vchi0,page_scan,inline_brackets,\(\Lambda_{\text{eff}} = \kappa_0 V(\chi_0)\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-052,\delta\chi \propto \exp(i(kx - \omega t)),proptoikxt,page_scan,inline_brackets,\(\delta\chi \propto \exp(i(kx - \omega t))\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-053,v_g = \partial\omega/\partial k = kc^2/\omega \leq c,vgkkc2lec,page_scan,inline_brackets,\(v_g = \partial\omega/\partial k = kc^2/\omega \leq c\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-054,v_p = \omega/k \geq c,vpkgec,page_scan,inline_brackets,\(v_p = \omega/k \geq c\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-055,m_{\text{eff}} \to 0,meffto0,page_scan,inline_brackets,\(m_{\text{eff}} \to 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-056,v_g = c,vgc,page_scan,inline_brackets,\(v_g = c\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-057,+\tfrac{1}{2}\dot\chi^2,122,page_scan,inline_brackets,\(+\tfrac{1}{2}\dot\chi^2\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-058,1 + \xi\kappa_0\chi^2 &lt; 0,10chi2lt0,page_scan,inline_brackets,\(1 + \xi\kappa_0\chi^2 &lt; 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-059,\chi^2 &gt; 1/(\xi\kappa_0),chi2gt10,page_scan,inline_brackets,\(\chi^2 &gt; 1/(\xi\kappa_0)\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-060,\xi \sim 1,1,page_scan,inline_brackets,\(\xi \sim 1\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-061,\kappa_0 \sim 10^{-69},01069,page_scan,inline_brackets,\(\kappa_0 \sim 10^{-69}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-062,\chi &lt; 10^{34.5},chilt10345,page_scan,inline_brackets,\(\chi &lt; 10^{34.5}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-063,m^2 &gt; 0,m2gt0,page_scan,inline_brackets,\(m^2 &gt; 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-064,m_{\text{eff}}^2 = m^2 + 3\lambda\chi_0^2 &gt; 0,meff2m2302gt0,page_scan,inline_brackets,\(m_{\text{eff}}^2 = m^2 + 3\lambda\chi_0^2 &gt; 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-065,\chi_0 = \sqrt{-m^2/\lambda},chi0m2,page_scan,inline_brackets,\(\chi_0 = \sqrt{-m^2/\lambda}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-066,m_{\text{eff}}^2 = -2m^2 &gt; 0,meff22m2gt0,page_scan,inline_brackets,\(m_{\text{eff}}^2 = -2m^2 &gt; 0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-067,"x^A = (ct, x, y, z, \mathfrak{s})",xactxyzs,page_scan,inline_brackets,"\(x^A = (ct, x, y, z, \mathfrak{s})\)",consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-068,\mathfrak{s},s,page_scan,inline_brackets,\(\mathfrak{s}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-069,v \leq c,vlec,page_scan,inline_brackets,\(v \leq c\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-070,\alpha = 2\xi^2\kappa_0,220,page_scan,inline_brackets,\(\alpha = 2\xi^2\kappa_0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-071,r \sim 1,r1,page_scan,inline_brackets,\(r \sim 1\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-072,e^{-r/\lambda_\chi} \approx 1,erchi1,page_scan,inline_brackets,\(e^{-r/\lambda_\chi} \approx 1\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-073,\alpha = 2\xi^2\kappa_0 \lesssim 10^{-59},2201059,page_scan,inline_brackets,\(\alpha = 2\xi^2\kappa_0 \lesssim 10^{-59}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-074,\alpha \lesssim 10^{-2},102,page_scan,inline_brackets,\(\alpha \lesssim 10^{-2}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-075,|\gamma_{\text{PPN}} - 1| &lt; 2.3 \times 10^{-5},gammappn1lt23105,page_scan,inline_brackets,\(|\gamma_{\text{PPN}} - 1| &lt; 2.3 \times 10^{-5}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-076,f(\chi) = 1 + \xi\kappa_0\chi^2,fchi10chi2,page_scan,inline_brackets,\(f(\chi) = 1 + \xi\kappa_0\chi^2\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-077,\xi\kappa_0\chi_0^2 \ll 1,0chi021,page_scan,inline_brackets,\(\xi\kappa_0\chi_0^2 \ll 1\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-078,|\gamma - 1| \sim 2\xi^2\kappa_0\chi_0^2,gamma1220chi02,page_scan,inline_brackets,\(|\gamma - 1| \sim 2\xi^2\kappa_0\chi_0^2\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-079,|c_{\text{GW}}/c - 1| &lt; 10^{-15},cgwc1lt1015,page_scan,inline_brackets,\(|c_{\text{GW}}/c - 1| &lt; 10^{-15}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-080,Z(\chi) = 1,zchi1,page_scan,inline_brackets,\(Z(\chi) = 1\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-081,m \sim H_0,mh0,page_scan,inline_brackets,\(m \sim H_0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-082,w_0,w0,page_scan,inline_brackets,\(w_0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-083,-0.7,07,page_scan,inline_brackets,\(-0.7\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-084,-0.9,09,page_scan,inline_brackets,\(-0.9\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-085,w_a,wa,page_scan,inline_brackets,\(w_a\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-086,-0.5,05,page_scan,inline_brackets,\(-0.5\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-087,-1.2,12,page_scan,inline_brackets,\(-1.2\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-088,H_0,h0,page_scan,inline_brackets,\(H_0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-089,\rho_{\text{vac}} \sim 10^{71},rhovac1071,page_scan,inline_brackets,\(\rho_{\text{vac}} \sim 10^{71}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-090,\rho_{\text{DE}} \sim 10^{-47},rhode1047,page_scan,inline_brackets,\(\rho_{\text{DE}} \sim 10^{-47}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-091,V(\chi),vchi,page_scan,inline_brackets,\(V(\chi)\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-092,w = -1,w1,page_scan,inline_brackets,\(w = -1\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-093,w \neq -1,wne1,page_scan,inline_brackets,\(w \neq -1\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-094,H_0 = 67.4 \pm 0.5,h067405,page_scan,inline_brackets,\(H_0 = 67.4 \pm 0.5\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-095,H_0 = 73.0 \pm 1.0,h073010,page_scan,inline_brackets,\(H_0 = 73.0 \pm 1.0\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-096,Q_{\text{GD}},qgd,page_scan,inline_brackets,\(Q_{\text{GD}}\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-097,\sigma_8 = 0.811,sigma80811,page_scan,inline_brackets,\(\sigma_8 = 0.811\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-098,\sigma_8 \approx 0.76\text{--}0.79,sigma8076079,page_scan,inline_brackets,\(\sigma_8 \approx 0.76\text{--}0.79\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-099,\beta = -0.054,0054,page_scan,inline_brackets,\(\beta = -0.054\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
consciousness-chi-field-action-wrapped-EQ-100,\sigma_8,sigma8,page_scan,inline_brackets,\(\sigma_8\),consciousness-chi-field-action-wrapped.html,(root),consciousness-chi-field-action-wrapped
